text,category,sentiment,offensive
എത്ര പറഞ്ഞാലും അറിഞ്ഞാലും തീരാത്ത രാമചരിതം മണിയാശാൻ റെ നാവിൽ നിന്ന് കേൾക്കുമ്പോൾ ഒരു പ്രത്യേക ഫീൽ തന്നെയുണ്ട്,Pets_and_Animals,positive,0
ആനകേരളം നിലവുകൊണ്ടും അളവുകൊണ്ടും അഴകുകൊണ്ടും അടക്കിവാഴുന്ന കരിവീര പ്രജാപതി ഏകസഹ്യശ്രേഷ്ഠതി പതി തൃക്കടവൂർ ശിവരാജൂ രാജൂട്ടൻ ,Pets_and_Animals,positive,0
മണിപ്പാൽ സിഗ്മ ഹെൽത്ത് പോളിസിയെ കുറിച്ച് അറിയേണ്ടതെല്ലാം ഈ വീഡിയോവിൽ ഉണ്ട് ഗ്ലഞ്ചി ബാബുവേട്ടൻ വളരെ വിശദമായി ആഴത്തിൽ തന്നെ ഇതിനെ പരിചയപ്പെടുത്തി തന്നുതാങ്ക്യു ഡിയർ കടുക് മണി ചേട്ടാ ഇങ്ങനെ ഉള്ള കാര്യങ്ങൾ പങ്കു വച്ചതിന്,People_and_Blogs,positive,0
സലാം മാഷ് ഇദ്ദേഹത്തെ പരിചയപ്പെടുത്തുന്നത് കാണാനായി കാത്തിരിക്കുകയായിരുന്നു താങ്കളുടെ ഹോംസിനിമകളില് ഒരു നന്മമരം പോലെ ഓര്മയില് തണല് വിരിക്കുന്ന  സാന്നിധ്യമാണ് വണ്ടൂര് കെസി അഭിനയം അഭിനയമാവാതിരിക്കുന്ന നടനപാടവം അദ്ദേഹത്തിന്റെ കഥാപാത്രങ്ങളെ അനശ്വരമാക്കി ലവ്  ദുആ ,Entertainment,positive,0
ഒരു രീതിയേയും വിമർശിക്കാതെ എല്ലാ കാര്യങ്ങളുടെയും ഗുണങ്ങളും ദോഷങ്ങളും വളരെ അർത്ഥവത്തായ രീതിയിൽ ശാസ്ത്രീയമായി പറഞ്ഞുതരുന്ന മാഡത്തെ എത്ര അഭിനന്ദിച്ചാലും മതിയാവില്ല,Education,positive,0
ആമേൻ തേജൽ നല്ലൊരു മോൻ ആണ് ഇനിയും ഈശോകും ഔസേപ്പിതാവിനും പരിശുദ്ധ അമ്മക്കും ഇഷ്ടം ഉള്ള മോൻ ആയി മാറട്ടെ എന്നും വിശുദ്ധിയോടെ  ജീവിച്ചുസ്വർഗം മാത്രം ആകട്ടെ ലക്ഷ്യം ആമേൻ ,People_and_Blogs,positive,0
രണ്ടാം ഭാഗം ഏറെ ഗംഭീരം സുന്ദർ മേനോൻ ചേട്ടനുമായുള്ള അഭിമുഖം വളരെ ഇഷ്ടപ്പെട്ടുആശംസകൾ  തിരുവമ്പാടി  ശിവസുന്ദറിനും  അടിയാട്ടു അയപ്പനും പ്രണാമം,People_and_Blogs,positive,0
ഹായ്  സബിൻ മറ്റൊരു  വിലപ്പെട്ട  വീഡിയോ വളരെ  നന്ദി ഈ  ടൈമിംഗ്  ബെൽറ്റ്  എപ്പോൾ  മാറണം  എന്നു  എങ്ങനെയാണു  മനസ്സിലാകുന്നത്  എന്നു  ഒന്ന്  വിശദമാക്കാമോ ഒരുപാടുപേർക്ക്  ഉപകാരപ്പെടും ഡീസൽ  വാഹനത്തിന്റെയും  പെട്രോളിന്റെയും രണ്ടിനും  എത്ര  കിലോമീറ്ററിൽ  മാറേണ്ടി  വരും,Autos_and_Vehicles,positive,0
വളരെ നല്ല സമകാലിക വ്യാഖ്യാനം ഭാരതത്തിന്റെ ചരിത്രത്തെ ചേർത്തുവെക്കുന്നു കാവ്യമായ ഭാഷയെ നന്നായി വ്യാഖ്യാനിക്കുന്നു ഹൃദയശുദ്ധി യാണ് വ്യാഖ്യാനം ചില തീവ്ര നിലപാട് അവർ ഉദ്ദേശിക്കുന്ന രീതിയിൽ ആണ് വ്യാഖ്യാനിക്കുന്നത് അങ്ങിനെ വർഗീയ വൽക്കരിക്കുന്ന എന്തായാലും വൈജ്ഞാനിക വിപ്ലവം തന്നെ  നമ്മുക്കൊരു യഥാർത്ഥ മെഴുകുതിരി കത്തിക്കാം,Nonprofits_and_Activism,positive,0
ലോറി ബസ്സ് അതൊരു ജിന്നാണ് ഒരിക്കൽ ദേഹത്തു കൂടിയാൽ പിന്നെ ആ പ്രാന്ത് പോകില്ല  ആ പ്രാന്ത് പൈനാപ്പിൾ കപ്പിൾസിനെയും പിടി കൂടി ആ വലിയ വളയവും എൻഞ്ചിന്റെ ഇരമ്പലും റോഡിലെ രാജാവിനെ പോലുള്ള യാത്രയും ഇത്രയും മതി ഒരാൾക്ക് ഈ വണ്ടികളെ പ്രണയിക്കാൻ  നിങ്ങളുടെ ഒരു കശ്മീർ ട്രിപ്പ് പ്രതീക്ഷിക്കുന്നു ,People_and_Blogs,negative,0
ഹരിയും ശിവനും ചേർന്നവനും  ശിവശങ്കര ഹരിയാം രൂപം അഖിലത്തിന് ഉടയവനാകും സകലേശ്വര ദേവനുമല്ലേ  ,People_and_Blogs,neutral,0
ജയകുമാർ സാറിന്റെ തൂലികത്തുമ്പിൽ പിറന്ന ഓരോ ഗാനങ്ങളും മലയാളികൾ ഇരുകൈകളും നീട്ടി സ്വീകരിച്ച  മനോഹര ഗാനങ്ങളാണ്മനോജ് ജിയുടെ  ആലാപനം അതിമനോഹരം ,People_and_Blogs,positive,0
ഇവിടെ പടങ്ങളും വാട്ടർ കാബേജ് കുറേയുണ്ട് നല്ല കോളിറ്റി യിലാണ് എല്ലാ ചെടികളും വന്നിരിക്കുന്നത്ഇത്ര വലുപ്പമുള്ള വാട്ടർ കേബേജ് അല്ല ചെറിയ സൈസ് ആണ്എന്റെ  നാട്ടിൽപാലക്കാട്,Pets_and_Animals,positive,0
ഇസ്ലാമികമായ കാര്യങൾ ആഴത്തിൽ മനസിലാക്കി പഠിച്ചാൽ എല്ലാവരും ഇസ്ലാമിലേക്ക് വരും കുനിഷ്ട് ബുദ്ധിയോടെ വിലയിരുത്തിയാൽ യാതൊന്നും മനസിലാക്കാൻ കഴിയില്ല യൂട്യൂബിൽ നോക്കിയാൽ ഖുർആൻ ഓതി അതിന്റെ അർത്ഥം പറയുന്നത് കേൾക്കുക ചിന്തിക്കുന്നവർക് ദൃഷ്ടന്ധമുണ്ട്,Education,neutral,0
അല്ലാഹുവിന്റെ പരീക്ഷണം അതില് തളര്ന്ന് പോകരുത് സര്വ്വശക്തനായ അല്ലാഹു അനുഗ്രഹിക്കട്ടെ ആമീന് യാറബ്ബല് ആമീന് ഉമ്മയുടെയും ബാപ്പയുടെയും പുഞ്ചിരി നിലക്കാതെ നല്ല സന്തോഷത്തിലും റാഹത്തിലും ആക്കികൊടുക്കട്ടെ വെെഗല്ലൃംമുള്ള എല്ലാ മക്കള്ക്കും പൂര്ണ്ണമായ ആരോഗൃവും ആയുസും നല്കി അനുഗ്രഹിക്കട്ടെ ആമീന്,People_and_Blogs,positive,0
അടുപ്പ് ഉള്ളിൽ അതിൻറെ ഇരുമ്പ് പൊടി ചാടിയാണ് കരി വരുന്നത് എൻറെ അടുപ്പ് ഉണ്ടായിരുന്നു ഇക്കാൻറെ ഒരു ഫ്രണ്ട് ആണ് അത് ശരിയാക്കി തന്നെ ഇപ്പൊ അങ്ങനെ കാരി വരാറില്ല അടുപ്പ് ഒന്ന് ക്രമത്തിൽ ഇട്ട് ഒന്ന് തട്ടി കൊടുത്തുകഴിഞ്ഞാൽ അതില്ല ഇരുമ്പ് പൊടി ചാടി പോകും അതോടൊപ്പം തന്നെ കാരി ഇപ്പോല്ല,People_and_Blogs,negative,0
ആഹാനല്ല ഭംഗി മുളക് തോട്ടം കുപ്പിയിൽ,Education,positive,0
തുർക്കി പ്രസിഡണ്ട് ന് അള്ളാഹു ആഫിയത്തും ആരോഗ്യ വും ധീർ ഗായുസ്സും  നൽകുമാറാകട്ടെ   ആമീൻ,Education,positive,0
എപ്പഴും ശ്രീജിത്തിനെ പിന്നിൽ ഇരുത്തി കൊണ്ടുപോകുന്ന കൂട്ടുകാരനാ ദാ ഇപ്പൊ പൈസ പോയപ്പോ ശ്രീജിത്തിനെ നടുവഴിയിൽ നിർത്തിലോ ,Entertainment,negative,0
ഇതു എന്നെ കാണിച്ചിട്ട് എന്ത് സുഖമാണ് നിങ്ങൾക്കു കിട്ടുന്നത് എനിക്കിതു കാണാനുള്ള ശേഷി ഇനിയില്ല എന്നാലും പോട്ട് ട്രോളിനു അതിന്റെതായ ഒരു സ്പോർട്സ്മാൻ സ്പിരിറ്റ് ഉണ്ടല്ലോ ,Comedy,negative,0
സ്വാദിഖ് നല്ല ഒരു സഹയാത്രികനാണ് എപ്പോഴും പുഞ്ചിരിച്ച മുഖവുമായി നിൽക്കുകയും തമാശയും കാര്യവും അതിന്റെ തനിമയത്തോടെയും പ്രാധാന്യത്തോടെയും പറഞ്ഞു ലക്ഷദ്വീപിനെയും നാട്ടുകാരെയും മനോഹരമായി പരിചയപ്പെടുത്തുന്ന ഒരു നല്ല കൂട്ടുക്കാരൻ ,Travel_and_Events,positive,0
കഴിഞ്ഞു കൊല്ലം മണ്ണാർക്കാട് കുന്തി പുഴ യിൽ നീരാടി ഉദയർ കുന്നിൽ അമ്മ യുടെ തിടമ്പ് എടുത്തു ആറാട്ട് ന് ഇന്ന് വേങ്ങശ്ശേരി അമ്മ യുടെ പൂരത്തിന് പട്ടം നൽകി ആദരവ് അടുത്ത കൊല്ലം ആറാട്ട് പുഴ യിൽ കേശവൻ ന് തിടമ്പ് എടുക്കാൻ സാധിക്കട്ടെ ,People_and_Blogs,positive,0
അതു വലിയ കാര്യമല്ല തുടർ ഭരണത്തിൽ കയറുബോൾ 2500രൂപ ഷേമപെൻഷൻ കൊടുക്കും എന്നാണെ പറഞ്ഞതൂ എന്നാൽ അധികാരത്തിൽ കയറിയപ്പോൾ തൻദ്രം ബുദ്ധി കൊണ്ട് പറഞ്ഞു ഘട്ടം ഘട്ടമായി ഷേമപെൻഷൻ 2500രൂപ ആക്കാം എന്ന് ഇങ്ങനെയുളളതൻദ്രം ഉപയോഗിച്ച് എത്ര നാൾ പാവപ്പെട്ടവരോടു  പ്രതികാരം ചെയ്യാൻ കഴിയും,People_and_Blogs,negative,0
യോഹന്നാന് പറഞ്ഞു ഗുരോ നിന്െറ നാമത്തില് പിശാചുക്കളെ പുറത്താക്കുന്ന ഒരാളെ ഞങ്ങള് കണ്ടു അവന് ഞങ്ങളോടൊപ്പം നിന്നെ അനുഗമിക്കാത്തതുകൊണ്ട് ഞങ്ങള് അവനെ തടഞ്ഞുയേശു പറഞ്ഞു അവനെ തടയേണ്ടാ എന്തെന്നാല് നിങ്ങള്ക്ക് എതിരല്ലാത്തവന് നിങ്ങളുടെ ഭാഗത്താണ്ലൂക്കാ 949-50,Entertainment,neutral,0
നഷ്ടമായത് ഇന്ത്യൻ ചലച്ചിത്രലോകത്തെ പകരം വക്കാനില്ലാത്ത ബഹുമുഖപ്രതിഭ ബാക്കിയായത് അനേകം അത്യപൂർവ്വ അഭിനയമുഹൂർത്തങ്ങളും ആദരാഞ്ജലികൾ ,People_and_Blogs,negative,0
ഈ നിയമങ്ങളെല്ലാം എപ്പോഴാണ് മാറുക സ്വപ്നം കണ്ട കാര്യങ്ങൾ നടപ്പിലാക്കുന്ന ഒരു വകുപ്പാണ് നമ്മുടെ എംവിഡി ജനങ്ങൾ അവരുടെ കയ്യിലെ ഒരു പാവ ആയാണ് അവർ കാണുന്നത് ഇതിനൊരു അവസാനം ഇല്ലേ,People_and_Blogs,negative,0
എല്ലാവർഷവും ഏറ്റവും മണ്ടനായി പ്രത്യക്ഷപ്പെട്ട പ്രമുഖ വ്യക്തിത്വത്തിന് ഖേരള കൊജ്ഞാണൻ പുരസ്ക്കാരം കൂടി ഏർപെടുത്തിയാൽ അവാർഡിന് അർഹരുടെ പൂരം ആയിരിക്കും,People_and_Blogs,negative,1
സൂപ്പർ ഈ എപ്പിസോഡ് ജൂലൈ6 നാണ് കണ്ടത് ബാക്കിയെല്ലാം കണ്ടുകഴിഞ്ഞു ഇപ്പോൾ ഇതു പോലെ ഉള്ള കോമഡി എപിസോഡുകൾ വരുന്നില്ല എന്നതിൽ വിഷമം ഉണ്ട് എങ്കിലും കാണും ഉപ്പും മുളകും ഒഴിവാക്കാൻ പറ്റില്ലല്ലോ,People_and_Blogs,positive,0
മലയാളികളെ കണ്ടതിനേക്കാൾ സന്തോഷം തോന്നിയത്അവരെ ഒക്കെ പരിചയപെടാൻ വേണ്ടി നല്ലൊരു ടൈം അവർകൊക്കെ  കൊടുക്കുന്നത് കണ്ട താങ്കളോട് അഭിമാനം സന്തോഷം മാത്രം ബ്രോഞാൻ പോട്ടെ എന്ന് പറഞ്ഞപ്പോൾപോയിട്ട് വാ എന്ന് പറഞ്ഞു തന്ന മലയാളിക്കു സല്യൂട്ട് ഉണ്ട്,Travel_and_Events,positive,0
രാജനെയും സുന്ദരനെയും ഒരുമിച്ചു കണ്ടതിൽ ഏറെ സന്തോഷം കുളിക്കാൻ നേരം കാത്തുനിൽക്കുമെങ്കിലും  ഭക്ഷണം നൽകുമ്പോൾ അപ്പൂസിന് ആദ്യം കിട്ടിയില്ലെങ്കിൽ കുഞ്ഞിക്കുറുമ്പൊക്കെ കാട്ടുമെന്ന് മുൻ വീഡിയോയിൽ കണ്ടിട്ടുണ്ട് പാമ്പാടിയുടെ അഴകിന്റെ സഹോദരന്മാർ സൂപ്പർ,People_and_Blogs,positive,0
പ്രണയിക്കുമ്പോൾ ഒരിക്കലും മറക്കില്ല എന്ന് പറഞ്ഞവരൊക്കെ മറന്നു തുടങ്ങിയിരിക്കുന്നു പിരിയില്ല എന്ന് പറഞ്ഞവരൊക്കെ അകലങ്ങളിലേക് മാഞ്ഞു പോയിരിക്കുന്നു ചിലർക്കൊന്നും എന്നെ വേണ്ടാ എങ്കിലും ഇന്നും നിലച്ചിട്ടില്ലാത്ത എന്റെ ഹൃദയം അവളുടെ സ്നേഹത്തിനായി ഒത്തിരി കൊതിച്ചിരുന്നു ,People_and_Blogs,negative,0
അളിയാ ഇത് കേട്ടാൽ അറിയ്യാം നി ഇരുന്ന് ഉണ്ടാക്കിയ കഥയാണെന്ന് ഇത് കുട്ടികളോട് കഥ പറയുന്നപോലെ കാട്ടിൽ പുലിയും സിംഹവും ഉണ്ട് എന്നതുപോലെ ഒരു കാസറഗോഡ് ചങ്കും ഒരു ആലപ്പുഴ ചങ്കും ,Film_and_Animation,negative,0
ഹാരിസ്ക്ക പറഞ്ഞപോലെ ഓരോ തായ്ലൻഡ് യാത്രയും വ്യത്യ്സ്തമായ അനുഭവങ്ങളും കാഴ്ചകളും ആണ്  സീ ഫുഡ് എന്ന് പറഞ്ഞാൽ  ഇതുപോലെ ഫ്രഷ് ആയി കുക്ക് ചെയ്തു കഴിക്കണം  ടോം യങ് സൂപ്പ് അടിപൊളി  ശ്രിമ്പും പുളിയും ഒക്കെ ഉള്ള ഒരു സൂപ്പർ സൂപ്പ് ,People_and_Blogs,positive,0
സുരക്ഷിതത്വം എന്നത് വാക്കുകളിൽ നിന്ന് ഉണ്ടാവുന്നതല്ല കഠിന പ്രയത്നത്തിന്റ്റെ ഭാഗമായി  അത് വ്യക്തികളിൽനിന്നും വിശിഷ്യാ സർകാറുകളിൽ നിന്നും ഉണ്ടാവേണ്ടതാണ് വർത്തമാന സാഹചര്യത്തിൽ സാർകാറുകൾ എത്രത്തോളം ഉറപ്പ്വരുത്തുന്നു എന്നതിനെ ആശ്രയിച്ചിരിക്കും,News_and_Politics,neutral,0
10ഇൽ താഴെ ടെസ്റ്റ് പോസിറ്റിവിറ്റി നിരക്ക് ഉണ്ടായിരുന്നപ്പോൾ നിയന്ത്രണം കര്ശനം ആയിരുന്നു ഇപ്പോൾ 30ശതമാനത്തിൽ നിൽക്കുമ്പോൾ വൈകിട്ടുവരെ വിദ്യാലയങ്ങൾ പ്രവർത്തിക്കും എന്താകുമോ ആവോ ഈ വർഷം കൂടി ഓൺലൈൻ ആക്കിയാൽ പോരെ,People_and_Blogs,negative,0
മുൻ അഫ്ഗാൻ പ്രധാനമന്ത്രി ആയ ഹിക്മത്യാർ താലിബാൻ നേതാവൊന്നുമല്ല വെറും അഭയാർത്ഥിയായി അയാൾ താലിബാൻറ്റെ ദയക്ക് യാചിച്ചുകൊണ്ട് അഫ്ഗാനിൽ എത്തിയിരിക്കുകയാണ് വാർത്തയിൽ അൽപമെങ്കിലും സത്യവും ആവാം,People_and_Blogs,negative,0
ഇതൊക്കെ അപ്പച്ചന്റെ ഒരു തമാശ കേന്ദ്ര ഗവണ്മെന്റ് ഇവിടെ വന്നു എല്ലാറ്റിനെയും പൊക്കും എന്ന് പിണറായി അറിഞ്ഞുഅങ്ങനെ അറസ്റ്റ് ചെയ്തു കൊണ്ട് പോയാൽ വാ പൊളിച്ചു ഇരിക്കാനെ പറ്റു മദനിയുടെയും കാപ്പന്റെയും സ്ഥിതി വരാതിരിക്കാൻ മുൻ കൂട്ടി ചെയ്ത പ്ലാൻ ഇവിടെയാകുമ്പോൾ ഗവണ്മെന്റ് സപ്പോർട് ഇവർക്കു കിട്ടും അയിനാണ്,News_and_Politics,negative,0
ഈ ഉപ്പയുടെ ഈമാന് മുന്നിൽ ശിരസ്സ് നമിക്കുന്നു പടച്ചവൻ  സ്വർഗം നൽകി സഹോദരനെ  അനുഗ്രഹിക്കട്ടെ കുടുംബത്തിന് ക്ഷമിക്കാനുള്ള മനസ്സു നൽകട്ടെ ആമീൻ യാ റബ്ബൽ ആലമീൻ,Nonprofits_and_Activism,positive,0
2000കോടി എങ്ങിനെയാണ് ചിലവാക്കുക എന്ന് ഇതുവരെ സർക്കാർ പ്രസ്താവിച്ചിട്ടില്ല മുനീറെ ആ 2000കോടി എന്നത് ഒരു പ്രസ്താവന മാത്രമാണ് അത് അങ്ങേര് ഒരു ഓളത്തിൽ അങ്ങ് പറയുന്നതാ പണം ഉണ്ടായിട്ടുവേണ്ടേ നീക്കിവെക്കാൻ,Autos_and_Vehicles,negative,0
അന്യഗ്രഹ ജീവികൾ ഒന്ന് വന്നിരുന്നേൽ പിസി ജോർജിനെയും ഉള്ളി സുരയെയും ഒക്കെ പിടിച്ചു അന്യഗ്രഹ ജീവികൾക്ക് കൊടുക്കാമായിരുന്നു,Education,negative,0
മമ്പുറം തങ്ങൾ (റ) പാടുന്നു      റഷ്യക്കാർ അവസാന കാലത്ത് ദജ്ജാലിന്റെ പാർട്ടികളും സേവകരുമാകുംവല്ലാത്തൊരു പ്രവചനംകാലം സാക്ഷി,People_and_Blogs,negative,0
ഈ ഫോൺ അൺബോക്സിംഗ് ചെയ്തത് പ്രമോഷൻ ആണെന്ന് പറഞ്ഞു കുറച് കമന്റ് കണ്ടു  ഇതിന് പൈസ ഒന്നും ഞാൻ വാങ്ങിച്ചിട്ടില്ല  പിന്നെ പൈസ വാങ്ങി പ്രമോഷൻ ഒക്കെ ചെയ്യാറുണ്ട്  എനിക്ക് എത്ര വരുമാനം ഉണ്ടായാലും അതിലെ 25 ശതമാനം പാവങ്ങൾക്ക് ഉള്ളതാണ്  അത് കൊടുത്തിരിക്കും  ആരെയും വിഷമിപ്പിക്കാൻ പറഞ്ഞതല്ല  എല്ലാവരും എന്റെ സുഹൃത്തുക്കൾ ആണ് സപ്പോർട്ട് ചെയ്യുക ,Entertainment,negative,0
കരയിപ്പിച്ചു കളഞ്ഞു ജിൻസന്റെ ആ ഭാവം നോട്ടം മനസ്സിലേക്ക് ആഴ്ന്നിറങ്ങിയപോലെ റോസ്മിയും ജിൻസണും ജീവിക്കുകയായിരുന്നു ഈ വീഡിയോയിൽ വീട്ടിലിരിക്കുന്ന ഭാര്യയെ അവഗണിച്ച് കൂട്ടുകാർ മാത്രം മതി എന്ന് നടക്കുന്നവർക്കുള്ള നല്ലൊരു മെസ്സേജ് കൂടി ആണ് ഈ വീഡിയോ,Entertainment,negative,0
ഉറക്കത്തിൽ നിന്നെണീറ്റ് വരുമ്പോഴും ഇൻസേർട്ട് ചെയ്ത് ടിപ്പ് ടോപ് ആയി വരുന്ന നടൻ  ഉച്ചക്ക് ഊണിന്റെ കൂടെ പ്രേം കുമാർ സിനിമ കാണുന്നത് ഒരു രസമാണ്,Entertainment,positive,0
ഫിറോസുണ്ടാക്കിയ ഭക്ഷണങ്ങള് പത്ത് കൊല്ലം മുന്പ് കഴിച്ചിട്ടുണ്ട്  സൗദിയില് ഞങ്ങള് ഒരുമിച്ചായിരുന്നു പണ്ടുതൊട്ടെ ഇദ്ദേഹം പാചക വിദഗ്ദന് ആണ്,People_and_Blogs,positive,0
ദിൽഷ ന്യൂട്രൽ ആയി പോകേണ്ട ടൈമിൽ ബ്ലേസ്ലിയുടെ കൂട്ടു കൂടി റിയാസിന് വേണ്ടി വാദിക്കാൻ നിന്നാൽ സ്വയം കുഴിയിൽ ചാടുംപടിക്കൽ കൊണ്ടുപോയി കലം ഉടക്കരുത്,Pets_and_Animals,negative,0
എപ്പോഴും ചിന്തിക്കാറുണ്ട് ഇതാരുടെ ശബ്ദമാണന്ന് ഇപ്പഴല്ലേ മനസിലായത് സരളാ ചൗധരിയുടെ സൗണ്ടാണന്ന് ഒരു വിലപ്പെട്ട അറിവാണ് അനിൽ ചേട്ടൻ തന്നത് ഒത്തിരി നന്ദി,People_and_Blogs,positive,0
വളരെ നല്ല കാര്യമാണ് നല്ല ഒരു കായിക സംസ്കാരത്തിന്റെ മുന്നോടിയായിട്ടുള്ള ഇത്തരം കാര്യങ്ങൾ ടർഫഇൽ പ്രാക്ടീസ് ചെയ്യുമ്പോൾ ടാക്റ്റിക്സ് നന്നായി ഡെവലപ്പ് ആവും അടുത്ത ഒരു മെസ്സി മലപ്പുറത്ത് നിന്ന് വരില്ലെന്ന് ആർക്കറിയാം,Entertainment,positive,0
രാഹുൽ  അനിയാ നിന്റെ ക്യാമറകണ്ണിലൂടെ ഞങ്ങൾക്കും ആ സ്വർഗം കാണിച്ചു തന്നതിന് ഒരുപാട് നന്ദി  അനന്ദുട്ടനെ കണ്ടിട്ട് മനസ്സ് നിറഞ്ഞു നല്ലൊരു ട്രാവൽ വ്ലോഗ്ഗെർ ആവാനും അനിയന്  സാധിയ്ക്കും ഈ സ്ഥലം എവിടെ ആണ്  പഴം വാങ്ങി കൊണ്ടുപോവാനുള്ള മനസ്സിന് ,People_and_Blogs,positive,0
ബിജു മേനോൻ അങ്ങനെചോദിച്ചത് നന്നായി കുറച്ച് ആളുകൾക്കെങ്കിലും ബിജു മേനോനെ കുറിച്ചുള്ള ധാരണ തിരുത്താൻ പറ്റുമല്ലൊ,Entertainment,positive,0
വീണ്ടും പാടുന്നതു കേട്ടപ്പോൾ ഒത്തിരി സന്തോഷം ഇനീം അവസരങ്ങൾ അദ്ദേഹത്തിനു കൈയ്യ് നിറയേ കിട്ടണം മധുരമായ ശബ്ദം അത് പറഞ്ഞ റീക്കാൻ പറ്റില്ല ജനങ്ങൾ കാത്തിരിക്കുവാണ് അദ്ദേഹത്തിന്റെ ശബ്ദത്തിൽ കേൾക്കാൻ,Film_and_Animation,positive,0
കൊറോണ കാർഡിന്റെ നിറം നോക്കിയിട്ടല്ല വരുന്നത് നീല കാർഡ് വെള്ളകാർഡ് ഉള്ള എല്ലാവരുംസാമ്പത്തികമായി മുന്നോട്ടല്ല എന്നകാര്യം സർക്കാർ മനസ്സിലാക്കണംപൊട്ടൻ കളിക്കരുത്,People_and_Blogs,negative,1
വരുമാനമുണ്ടാക്കുക എന്നതിലുപരി ആന്മസംതൃപ്തി എന്നതാണ് നമ്മളോരോരുത്തരേയും നയിക്കുന്നത് ടീച്ചറെ കിട്ടിയ ശിഷ്യർ ഭാഗ്യം ചെയ്തവരാണ് നല്ലൊരു പുലർകാലം തന്ന സണ്ണിച്ചേട്ടന് നന്ദി,Entertainment,positive,0
ഉസ്താദിന് അള്ളാഹു ആഫിയതുള്ള ദീർഘായുസ് നൽകണേ അള്ളാഹ്   ആമീൻ  ഉസ്താദ് ഞങ്ങൾക്ക് വേണ്ടി പ്രത്ത്യേകം ദുആ ചെയ്യുക കുട്ടികളുടെ പഠനത്തിൽ ബറകാതുണ്ടാവാൻ ദുആ ചെയ്യുകകടങ്ങൾ വീടാനും ഭർത്താവിന്റെ ജോലിയിൽ ബറകാത്തുണ്ടാവാനും ദുആ ചെയ്യണം,Education,neutral,0
സുഹൃത്തേ വില്പ്ന നടന്നില്ലെങ്കിൽ കയ്യിൽ നിന്ന് പോവുംഅദ്ദേഹം പറഞ്ഞ സമയം കണക്കാക്കണം ചുരുങ്ങിയത് പതിമൂന്ന് മണിക്കൂർ ഇതിന് വേണ്ടി ചിലവഴിക്കണംകയറ്റി ഇറക്കി എന്ന് പറഞപോലെ അദ്ധ്വാനിക്കണം,People_and_Blogs,negative,0
ഇവിടെയും പുടിൻ മാർ അധികാരത്തിനായി കാത്തിരിക്കുന്നുണ്ടാവും കമ്യൂണിസ്റ്റ് ഭരണത്തിൽ എവിടെ ആണ് മനുഷ്യത്വത്തിനും മനുഷ്യ ജീവനും വില56 വെട്ട് തേടി എവിടെയും പോകേണ്ടതില്ല,People_and_Blogs,negative,0
വെങ്കലം സിനിമയിൽ മഹാനായ മുരളിയുടെ ഒപ്പം ഉള്ള പാട്ട് ഒരിക്കലും മറക്കാൻ കഴിയില്ല കസ്തൂരി മുല്ലക് കാത് കുത്ത് എന്ന പാട്ട് ഒരിക്കലും മറക്കാൻ കഴിയില്ല ഉറപ്പ് എനിക്ക് ഉർവ്വശി ചേച്ചി യെ ഒരു പാട് ഇഷ്ടമാണ് ഒരു ദിവസം നേരിട്ട് കാണാൻ കഴിയണം എന്നാണ് എന്റെ ഏറ്റവും വലിയ ആഗ്രഹം ഉർവ്വശി ചേച്ചി എന്റെ ജീവന്റെ ജീവൻ,Film_and_Animation,positive,0
നമ്മുടെ രാജ്യത്തിന്റെയും സംസ്ഥാനത്തിന്റെയും യശസ്സുയർത്തുന്നതിനായി അഹോരാത്രം പ്രയത്നിക്കുന്ന പട്ടാളത്തിനും പോലീസിനും വലിയൊരു സല്യൂട്ട് മനോഹരമായ ഈ ദേശഭക്തിഗാനം അണിയിച്ചൊരുക്കിയ കേരള പോലീസിന് അഭിനന്ദനങ്ങൾ ,News_and_Politics,positive,0
മാഷാ അള്ളാഹ് വീഡിയോ കണ്ടപ്പോൾ കണ്ണ് നിറഞ്ഞുപോയി എത്ര മധുരമുള്ള ശബ്ദം നാസർ മാനുക്കക്കും പാട്ടു പാടിയ മോൻക്കുംഅതുപോലെ ഈ വീഡിയോ ജനങളുടെ മുന്നിൽ എത്തിച്ച ഫൈസൽ മാഷിനും ഒരുപാട് നന്ദി നമുക്കെല്ലാവർക്കും അള്ളാഹുവിന്റെ അനുഗ്രഹം ഉണ്ടാവട്ടെ ആമീൻ,People_and_Blogs,positive,0
മനസ് അറിഞ്ഞ് അള്ളാ ഹു റസൂൽ വിളിച്ച് പ്രാർത്ഥിക്ക എല്ലാം റാഹത്തായി വരും ഇൻഷ അള്ള കഴിയും മെങ്കിൽ എത്തി മായ കുട്ടിക്ക് സദഖ കൊടുകുക അൽഹംദുലില്ല,Entertainment,neutral,0
അഡ്വ ക്കറ്റ്  നജ്മ തബ് ശീ റ ചിന്താ ർഹ മായ പ്രഭാഷണം വിദ്യാർത്ഥി നികൾക്ക് ആവേ ശം നൽകുന്നത് അഭിനന്ദനങ്ങൾ,People_and_Blogs,positive,0
